n,気 に 食わ ない
n,気 を もむ
n,気 を 悪く する
n,気 懸かる
n,気 恥ずかしい
n,気がかり だ
n,気がかり です
n,気まずい
n,気持ち が 悪い
n,気持ち 悪い
n,飢える
n,偽る
n,疑う
n,詰まる
n,逆らえ ない
n,虚しい
n,許す こと が でき ない
n,許せ ない
n,恐る
n,恐れる
n,狂う
n,狂する
n,胸 が 騒ぐ
n,胸くそ 悪い
n,胸苦しい
n,胸糞 が 悪い
n,胸糞 悪い
n,興醒める
n,驚愕
n,業 を 煮やす
n,苦しい
n,苦しむ
n,苦しめ られる
n,苦汁 を なめる
n,苦慮
n,欠く
n,欠ける
n,血の気 が 引く
n,嫌う
n,嫌がる
n,肩 を 落とす
n,肩身 が 狭い
n,見そこなう
n,見失う
n,見損なう
n,見落とす
n,遣り 切れ ない
n,戸惑う
n,枯れる
n,後ろ 暗い
n,後ろめたい
n,後口 が 悪い
n,後味 が 悪い
n,誤る
n,慌てる
n,荒れる
n,行 詰まる
n,行き過ぎる
n,行き詰まる
n,行き詰る
n,行詰る
n,降参
n,降伏
n,降服
n,腰 が 砕ける
n,骨 の 折れる
n,困る
n,恨む
n,根 に 持つ
n,混む
n,砕ける
n,錆びる
n,散らかる
n,散る
n,刺さる
n,死さ れる
n,死ぬ
n,持て余す
n,耳 が 痛い
n,自信 が ない
n,自制 が きか ない
n,自由 が きか ない
n,辞める
n,失う
n,失っ た
n,疾しい
n,寂しい
n,弱る
n,取り逃がす
n,手 も 足 も 出 ない
n,手 を 引く
n,手間取る
n,腫れる
n,首 が まわら ない
n,首 を ひねる
n,臭う
n,縮む
n,出来 そこなう
n,出来 損なう
n,傷つける
n,傷む
n,傷付ける
n,嘗める
n,小首 を 傾ける
n,小腹 を 立てる
n,焦る
n,障る
n,乗り遅れる
n,情ない
n,色 を 失う
n,侵す
n,心外 だ
n,心外 です
n,心細い
n,申し訳 ない
n,辛い
n,辛め だ
n,辛め です
n,辛め と
n,辛め の
n,震える
n,衰える
n,生き た 心地 も ない
n,逝く
n,切ない
n,折ら れる
n,舌 を 巻く
n,争う
n,遭う
n,憎い
n,憎たらしい
n,損 う
n,損なう
n,損ねる
n,太る
n,堕ちる
n,妥協
n,耐え られ ない
n,耐えがたい
n,怠る
n,退かさ れる
n,嘆く
n,歎 く
n,断た れる
n,恥ずかしい
n,遅れ を 取る
n,遅れる
n,虫 が おさまら ない
n,懲りる
n,懲り懲り だ
n,懲り懲り です
n,懲り懲り と
n,懲り懲り の
n,頂け ない
n,墜ちる
n,痛い
n,痛む
n,痛める
n,潰れる
n,諦める
n,溺れる
n,転ぶ
n,吐き出す
n,妬む
n,途方 に 暮れる
n,怒る
n,倒れる
n,凍える
n,悼む
n,盗ま れる
n,盗む
n,当たら れる
n,当て られる
n,頭 が あがら ない
n,頭 が 上がら ない
n,頭 に くる
n,頭 に 来る
n,頭 を かかえる
n,頭 を 抱える
n,曇る
n,悩む
n,馬鹿 を 見る
n,廃れる
n,敗ける
n,敗れる
n,背く
n,曝す
n,抜か れる
n,叛 く
n,犯す
n,悲しむ
n,疲れ が ある
n,疲れる
n,被る
n,謬 る
n,貧する
n,不満 が ある
n,不満 は ある
n,怖 れる
n,怖じ 気づく
n,怖気付く
n,腐る
n,負う
n,負ける
n,侮る
n,腹の虫 が おさまら ない
n,腹の虫 の 居所 が 悪い
n,腹立たしい
n,腹立つ
n,文句 が ある
n,文句 は ある
n,聞こえる にくい
n,閉まる
n,別れる
n,偏る
n,呆れる
n,崩さ れる
n,崩す
n,崩れる
n,飽きる
n,亡くす
n,亡くする
n,亡びる
n,妨げる
n,忘れる
n,冒す
n,膨れる
n,謀る
n,無くす
n,迷う
n,滅びる
n,面目 ない
n,面目 無い
n,面目次第 も ない
n,蒙る
n,目 の 前 が 真っ暗 に なる
n,薬 が きか ない
n,落ち込む
n,落とさ れる
n,落とし て しまう
n,乱れる
n,理性 が きか ない
n,裂ける
n,路頭 に 迷う
n,漏らす
n,漏れる
n,老いる
n,歪む
n,詫びる
n,咎める
n,咬ま れる
n,毀す
n,毀れる
n,憑 く
n,罹る
n,挾ま る
n,涸れる
n,疵付ける
n,縺れる
n,茫然 だ
n,茫然 です
n,茫然 と
n,茫然 の
n,茫漠 だ
n,躊躇う
n,躓く
n,轢く
n,騙す
n,あいた 口 が ふさがる ない
n,あきれる て もの が 言える ない
n,あく が 強い
n,あくどい
n,あざとい
n,あと の 祭り だ
n,あと の 祭り です
n,あと の 祭り と
n,あと の 祭り の
n,あばずれ だ
n,あばずれ です
n,あばずれ と
n,あばずれ の
n,あほらしい
n,あやしい
n,あやふや だ
n,あやふや です
n,あらい
n,あらっぽい
n,あり き たり だ
n,あり きたり です
n,ありふれる
n,ありふれる た
n,ある がち だ
n,ある がち です
n,あわせ にくい
n,あんぽんたん だ
n,あんぽんたん です
n,あんぽんたん と
n,あんぽんたん の
n,い た しかた ない
n,いかがわしい
n,いかつい
n,いぎたない
n,いけ好かない
n,いけ図々しい
n,いこじ だ
n,いこじ です
n,いじいじ
n,いじける
n,いじましい
n,いぶかしい
n,いまいち
n,いまいましい
n,いまひとつ
n,いまわしい
n,いま一つ
n,いやがる
n,いやしい
n,いやらしい
n,いろあせる
n,いわく つき
n,いんちき
n,うじうじ
n,うす汚い
n,うとい
n,うど の 大木 だ
n,うど の 大木 です
n,うど の 大木 と
n,うど の 大木 の
n,うらめしい
n,うら寂しい
n,うら悲しい
n,えげつない
n,おこがましい
n,おしい
n,おせっかい だ
n,おせっかい です
n,おせっかい と
n,おせっかい の
n,おそい
n,おそまつ だ
n,おそまつ です
n,おぞましい
n,おためごかし だ
n,おためごかし です
n,おたんこなす だ
n,おたんこなす です
n,おたんこなす と
n,おたんこなす の
n,おっかない
n,おっくう だ
n,おっくう です
n,おっくう と
n,おっくう の
n,おっさん くさい
n,おっちょこちょい だ
n,おっちょこちょい です
n,おばさん 臭い
n,おびやかす
n,おもはゆい
n,おんぼろ だ
n,おんぼろ です
n,おんぼろ と
n,おんぼろ の
n,お山 の 大将 だ
n,お山 の 大将 です
n,お山 の 大将 と
n,お山 の 大将 の
n,お節介 だ
n,お節介 です
n,お節介 と
n,お節介 の
n,お粗末 だ
n,お粗末 です
n,お粗末 と
n,お粗末 の
n,かっこ 悪い
n,かったるい
n,かみ合う ない
n,かわいい げ の ない
n,かん高い
n,がさつ だ
n,がさつ です
n,がっかり
n,がつがつ
n,がめつい
n,ききにくい
n,きちきち
n,きつい
n,きびしい
n,きゅうきゅう
n,ぎくしゃく
n,ぎこちない
n,ぎごち ない
n,ぎすぎす
n,ぎちぎち
n,ぎゅうぎゅう
n,ぎょうぎょうしい
n,ぎょっと
n,くしゃくしゃ
n,くそ まじめ だ
n,くそ まじめ です
n,くだらない
n,くどい
n,ぐしゃぐしゃ
n,ぐしょぐしょ だ
n,ぐしょぐしょ です
n,ぐじゃぐじゃ だ
n,ぐじゃぐじゃ です
n,ぐずぐず
n,ぐずる
n,ぐにゃぐにゃ
n,ぐにゃぐにゃ だ
n,ぐにゃぐにゃ です
n,ぐらぐら
n,ぐらつく
n,けがらわしい
n,けしからん だ
n,けしからん です
n,けしからん と
n,けしからん の
n,けちけち
n,けちけち する た
n,けちん坊 だ
n,けちん坊 です
n,けちん坊 と
n,けちん坊 の
n,けばけば
n,けばけばしい
n,けわしい
n,けんのん だ
n,けんのん です
n,げっそり
n,こしゃく だ
n,こしゃく です
n,こすい
n,こせこせ
n,こっぴどい
n,こっ酷い
n,こてんこてん だ
n,こてんこてん です
n,ごしゃごしゃ
n,ごちゃごちゃ
n,ごっちゃ だ
n,ごっちゃ です
n,ごてごて
n,ごみごみ
n,ご法度 だ
n,ご法度 です
n,ご法度 と
n,ご法度 の
n,さもしい
n,しかた ない
n,しかつめらしい
n,しつこい
n,しどろ だ
n,しどろ です
n,しどろもどろ だ
n,しどろもどろ です
n,しみったれる
n,しょうが ない
n,しょぼい
n,しょぼしょぼ
n,しらじらしい
n,しわくちゃ だ
n,しわくちゃ です
n,しわくちゃ と
n,しわくちゃ の
n,しわしわ
n,しんどい
n,しんねり
n,じじむさい
n,じゃじゃ馬 だ
n,じゃじゃ馬 です
n,じゃじゃ馬 と
n,じゃじゃ馬 の
n,じゃじゃ馬 的 だ
n,じゃじゃ馬 的 です
n,じゃま 臭い
n,じれったい
n,すかたん だ
n,すかたん です
n,すかたん と
n,すかたん の
n,すげない
n,すじ 違い
n,すたれる
n,ずうずうしい
n,ずるい
n,ずれる
n,ずんべらぼう だ
n,ずんべらぼう です
n,ずんべらぼう と
n,ずんべらぼう の
n,せこい
n,せせこましい
n,せっかち だ
n,せっかち です
n,せわしい
n,せわしない
n,そぐわない
n,そそっかしい
n,そっけ ない
n,そらぞらしい
n,ぞっと
n,ぞんざい だ
n,ぞんざい です
n,たけだけしい
n,たじたじ
n,たどたどしい
n,たより ない
n,だ ら ける た
n,だぶつく
n,だらし が ない
n,だらし ない
n,だらし 無い
n,だるい
n,ちぐはぐ だ
n,ちぐはぐ です
n,ちっぽけ だ
n,ちっぽけ です
n,ちび だ
n,ちび です
n,ちまちま
n,ちゃち い
n,ちゃち だ
n,ちゃち です
n,ちゃち と
n,ちゃち の
n,ちゃらっぽこ だ
n,ちゃらっぽこ です
n,ちゃらっぽこ と
n,ちゃらっぽこ の
n,ちんちくりん だ
n,ちんちくりん です
n,ちんちくりん と
n,ちんちくりん の
n,ちんまり
n,つかむ にくい
n,つたない
n,つぶれる やすい
n,つまらない
n,つまる ぬ
n,つれない
n,つんつるてん だ
n,つんつるてん です
n,つんつるてん と
n,つんつるてん の
n,できる 損なう
n,でくの坊 だ
n,でくの坊 です
n,でくの坊 と
n,でくの坊 の
n,でしゃばる
n,とげ の ある
n,とげとげしい
n,とっつく にくい
n,とぼける
n,とらえる 所 の ない
n,とりとめる が ない
n,とろい
n,とんがる
n,とんちんかん だ
n,とんちんかん です
n,とんちんかん と
n,とんちんかん の
n,とんでも ない
n,とんま だ
n,とんま です
n,とんま と
n,とんま の
n,ど けち だ
n,ど けち です
n,ど 助平 だ
n,ど 助平 です
n,ど 助平 と
n,ど 助平 の
n,どぎつい
n,どけ ちと
n,どけ ちの
n,どじ だ
n,どじ です
n,どじ と
n,どじ の
n,どじ を ふむ
n,どじ を 踏む
n,どす黒い
n,どっち つく ぬ
n,どっち 付く ぬ
n,どん くさい
n,なおざり だ
n,なおざり です
n,なごりおしい
n,なじむ ない
n,なじむ にくい
n,なまぬるい
n,なよなよ
n,なれなれしい
n,にちゃにちゃ
n,にぶい
n,にべ も ない
n,にべ も 無い
n,ねたましい
n,ねちねち
n,のらりくらり
n,のれん に 腕 押し だ
n,のれん に 腕 押し です
n,のれん に 腕 押し と
n,のれん に 腕 押し の
n,のろい
n,のろくさい
n,のろのろ
n,のろま だ
n,のろま です
n,のろま と
n,のろま の
n,はかばかしい
n,はしたない
n,はずれ だ
n,はずれ です
n,はずれ と
n,はずれ の
n,はで だ
n,はで です
n,はで 好み だ
n,はで 好み です
n,はで 好み と
n,はで 好み の
n,ばか 正直 だ
n,ばか 正直 です
n,ばか 丁寧 だ
n,ばか 丁寧 です
n,ばかくさい
n,ばっちい
n,ばらつき が ある
n,ひやひや
n,ひょろひょろ
n,ひ弱い
n,びしょびしょ だ
n,びしょびしょ です
n,ふがいない
n,ふた 目 と 見る られる ない
n,ふつつか だ
n,ふつつか です
n,ふてぶてしい
n,ふにゃふにゃ
n,ふにゃふにゃ だ
n,ふにゃふにゃ です
n,ふらふら
n,ふんぞり返る
n,ぶよぶよ
n,へ な ちょこ だ
n,へ な ちょこ です
n,へ な ちょこ と
n,へ な ちょこ の
n,へいこら
n,へそ曲がり だ
n,へそ曲がり です
n,へそ曲がり と
n,へそ曲がり の
n,へたくそ だ
n,へたくそ です
n,へとへと だ
n,へとへと です
n,へなへな
n,べとつく
n,べとべと
n,ぺしゃんこ だ
n,ぺしゃんこ です
n,ぺしゃんこ と
n,ぺしゃんこ の
n,ぺてん師 だ
n,ぺてん師 です
n,ぺてん師 と
n,ぺてん師 の
n,ほど遠い
n,ぼさっと
n,ぼやける
n,ぼやぼや
n,ぼろい
n,ぼろぼろ だ
n,ぼろぼろ です
n,ぼんくら だ
n,ぼんくら です
n,ぼんくら と
n,ぼんくら の
n,ぼんやり
n,まがい物 だ
n,まがい物 です
n,まがい物 と
n,まがい物 の
n,まがい物 的 だ
n,まがい物 的 です
n,まがまがしい
n,まごまご
n,まだるっこい
n,ままならない
n,み そっ か す
n,みすぼらしい
n,みっともない
n,みにくい
n,みみっちい
n,むかむか
n,むごい
n,むごたらしい
n,むさい
n,むさくるしい
n,むっと
n,むなぐるしい
n,むなしい
n,めそめそ
n,めちゃくちゃ だ
n,めちゃくちゃ です
n,めちゃめちゃ だ
n,めちゃめちゃ です
n,めんどう 臭い
n,めんどうくさい
n,めんどくさい
n,もう 一つ だ
n,もたつき が ある
n,もっさり
n,もったいない
n,もってのほか だ
n,もってのほか です
n,もってのほか と
n,もってのほか の
n,もどかしい
n,ものうい
n,ものすさまじい
n,ものたりない
n,もの狂おしい
n,もの凄まじい
n,もの悲しい
n,やかましい
n,やきもき
n,やっかい だ
n,やっかい です
n,やにっこい
n,やばい
n,やぶさか だ
n,やぶさか です
n,やぼ だ
n,やぼ です
n,やぼったい
n,やましい
n,ややこしい
n,やりきれない
n,やり切れない
n,やるせない
n,やわ だ
n,やわ です
n,やわい
n,ゆゆしい
n,ゆるい
n,よけい だ
n,よけい です
n,よけい と
n,よけい の
n,よそよそしい
n,よれよれ だ
n,よれよれ です
n,よれる
n,よわい
n,よんどころない
n,らち も ない
n,ろくでなし だ
n,ろくでなし です
n,ろくでなし と
n,ろくでなし の
n,わいせつ だ
n,わいせつ です
n,わいせつ と
n,わいせつ の
n,わかる にくい
n,わざとらしい
n,わずらわしい
n,わびしい
n,わや だ
n,わや です
n,わやく だ
n,わやく です
n,アウト ロー だ
n,アウト ロー です
n,アウト ロー と
n,アウト ロー の
n,アホ だ
n,アホ です
n,アホ と
n,アホ の
n,アン ナチュラル だ
n,アン ナチュラル です
n,アン ナチュラル と
n,アン ナチュラル の
n,イカ レ る
n,イマイチ だ
n,イマイチ です
n,イマイチ と
n,イマイチ の
n,イレギュラ
n,イレギュラー
n,インチキ だ
n,インチキ です
n,インチキ と
n,インチキ の
n,インパクト が ない
n,ウド の 大木 だ
n,ウド の 大木 です
n,ウド の 大木 と
n,ウド の 大木 の
n,エキセントリック だ
n,エキセントリック です
n,エゴイスト だ
n,エゴイスト です
n,エゴイスト と
n,エゴイスト の
n,エッチ だ
n,オーソドックス すぎる
n,オマケ 程度
n,オモチャ っぽい
n,オヤジ 臭い
n,オリジナリティ が ない
n,カッコ 悪い
n,ガキ っぽい
n,ガタ落ち
n,ガチガチ だ
n,ガチガチ です
n,キズ が ある
n,キツイ
n,キリ が ない
n,ギクシャク
n,ギュウギュウ だ
n,ギュウギュウ です
n,クセ が ある
n,クセ は ある
n,グルーミー
n,グロ だ
n,グロ です
n,グロ と
n,グロ の
n,グロッキー だ
n,グロッキー です
n,グロッキー と
n,グロッキー の
n,グロテスク だ
n,グロテスク です
n,コワい
n,ショッキング だ
n,ショッキング です
n,ショック が ある
n,ショボ 過ぎ
n,シリアス だ
n,シリアス です
n,ジャジャ馬 だ
n,ジャジャ馬 です
n,ジャジャ馬 と
n,ジャジャ馬 の
n,ズレる
n,センス が ない
n,ダーティ
n,ダーティー
n,ダサい
n,チグハグ だ
n,チグハグ です
n,チャチ
n,チャラチャラ
n,ディプレッション
n,デカ 過ぎ
n,デプレッション
n,ノイジー
n,ノンセンス だ
n,ノンセンス です
n,ノンセンス と
n,ノンセンス の
n,バタくさい
n,バタ臭い
n,バラツキ が ある
n,パワー 不足
n,ヒステリック だ
n,ヒステリック です
n,ヒヤヒヤ
n,ビビる やすい
n,ヘン テコ だ
n,ヘン テコ です
n,ミーハー だ
n,ミーハー です
n,ミス マッチ
n,メチャメチャ だ
n,メチャメチャ です
n,メランコリック
n,メリハリ が ない
n,ヤワ だ
n,ヤワ です
n,ヨレヨレ だ
n,ヨレヨレ です
n,ヨレヨレ と
n,ヨレヨレ の
n,ワーストワン だ
n,ワーストワン です
n,ワーストワン と
n,ワーストワン の
n,ワンマン だ
n,ワンマン です
n,唖然 だ
n,唖然 です
n,唖然 と
n,唖然 の
n,阿呆 くさい
n,阿呆 だ
n,阿呆 です
n,阿呆 と
n,阿呆 の
n,阿呆 らしい
n,阿呆 臭い
n,哀しい
n,哀しむ
n,哀れ だ
n,愛想 が ない
n,愛想 の 無い
n,悪 趣味 だ
n,悪 趣味 です
n,悪 趣味 と
n,悪 趣味 の
n,悪い
n,悪賢い
n,悪達者 だ
n,悪達者 です
n,悪達者 と
n,悪達者 の
n,悪辣 だ
n,悪辣 です
n,扱い にくい
n,扱い 難い
n,安っぽい
n,安普請 的 だ
n,安普請 的 です
n,安物 だ
n,安物 です
n,安物 と
n,安物 の
n,暗い
n,暗む
n,暗愚 だ
n,暗愚 です
n,暗愚 と
n,暗愚 の
n,暗鬱 だ
n,暗鬱 です
n,暗澹 だ
n,暗澹 です
n,暗澹 と
n,暗澹 の
n,意 に 介さ ない
n,意気地無し だ
n,意気地無し です
n,意気地無し と
n,意気地無し の
n,意固地 だ
n,意固地 です
n,意志 薄弱 だ
n,意志 薄弱 です
n,意志 薄弱 と
n,意志 薄弱 の
n,意地 が 悪い
n,意地 の 悪い
n,意地っぱり だ
n,意地っぱり です
n,意地っぱり と
n,意地っぱり の
n,意地っ張り だ
n,意地っ張り です
n,意地っ張り と
n,意地っ張り の
n,意地汚い
n,意地張り だ
n,意地張り です
n,意地張り と
n,意地張り の
n,違和感 が ある
n,一 卷 の 終り だ
n,一 卷 の 終り です
n,一 卷 の 終り と
n,一 卷 の 終り の
n,一巻 の 終わる
n,一筋縄 で は いか ない
n,一苦労
n,一文惜しみ だ
n,一文惜しみ です
n,一文惜しみ と
n,一文惜しみ の
n,引っ込み がち だ
n,引っ込み がち です
n,引っ込み思案 だ
n,引っ込み思案 です
n,引っ込み思案 と
n,引っ込み思案 の
n,淫蕩 だ
n,淫蕩 です
n,淫蕩 と
n,淫蕩 の
n,淫猥 だ
n,淫猥 です
n,淫靡 だ
n,淫靡 です
n,淫靡 と
n,淫靡 の
n,陰うつ だ
n,陰うつ です
n,陰気臭い
n,陰険 だ
n,陰険 です
n,陰惨 だ
n,陰惨 です
n,陰湿 だ
n,陰湿 です
n,陰鬱 だ
n,陰鬱 です
n,烏滸がましい
n,迂遠 だ
n,迂遠 です
n,迂愚 だ
n,迂愚 です
n,迂闊 だ
n,迂闊 です
n,雲泥の差 が ある
n,雲泥の差 だ
n,雲泥の差 です
n,雲泥の差 と
n,雲泥の差 の
n,影 が うすい
n,影 が 薄い
n,厭 だ
n,厭 です
n,厭わしい
n,怨めしい
n,縁 が ない
n,遠慮 会釈 も ない
n,汚い
n,汚らしい
n,汚らわしい
n,汚れ やすい
n,汚穢 だ
n,汚穢 です
n,汚穢 と
n,汚穢 の
n,奥行き が ない
n,押し が 強い
n,押し付けがましい
n,横柄 だ
n,横柄 です
n,横様 だ
n,横様 です
n,臆病者 だ
n,臆病者 です
n,臆病者 と
n,臆病者 の
n,恩 着せ が まし い
n,下 に も おけ ない
n,下らない
n,下賎 だ
n,下賎 です
n,下等 だ
n,下等 です
n,下劣 だ
n,下劣 です
n,何 に も なら ない
n,何 の へんてつ も ない
n,可哀相 だ
n,可哀相 です
n,火 の 消え た よう
n,禍々しい
n,禍禍しい
n,苛酷 だ
n,苛酷 です
n,苛烈 だ
n,苛烈 です
n,過ち
n,過酷 だ
n,過酷 です
n,我が物顔 だ
n,我が物顔 です
n,我が物顔 と
n,我が物顔 の
n,画一 的 だ
n,画一 的 です
n,怪しい
n,怪しげ だ
n,怪しげ です
n,怪異 だ
n,怪異 です
n,怪奇 だ
n,怪奇 です
n,格好 悪い
n,角 の ある
n,角張り すぎる
n,隔靴掻痒 だ
n,隔靴掻痒 です
n,隔靴掻痒 と
n,隔靴掻痒 の
n,隔心 だ
n,隔心 です
n,隔心 と
n,隔心 の
n,楽しみ が ない
n,割に 合わ ない
n,恰好 わるい
n,恰好 悪い
n,寒々
n,寒ざむ
n,寒寒
n,勘弁 だ
n,感情 的 だ
n,感情 的 です
n,甘 ｋ 見る
n,甘ったれる
n,緩い
n,間 が 悪い
n,間 の 延び た
n,間延び
n,間延び し た
n,間尺 に 合わ ない
n,閑散 だ
n,閑散 です
n,頑愚 だ
n,頑愚 です
n,頑愚 と
n,頑愚 の
n,頑冥 だ
n,頑冥 です
n,頑迷 だ
n,頑迷 です
n,顔負け だ
n,顔負け です
n,顔負け と
n,顔負け の
n,危うい
n,危ない
n,危なっかしい
n,奇々怪々 だ
n,奇々怪々 です
n,奇々怪々 と
n,奇々怪々 の
n,奇っ怪 だ
n,奇っ怪 です
n,奇奇怪怪 だ
n,奇奇怪怪 です
n,奇奇怪怪 と
n,奇奇怪怪 の
n,奇態 だ
n,奇態 です
n,希薄 だ
n,希薄 です
n,忌まわしい
n,忌わしい
n,機械 的 だ
n,機械 的 です
n,機嫌 が 悪い
n,気 が 遠く なる
n,気 が 遠のく
n,気 が 強い
n,気 が 塞ぐ
n,気 が 弱い
n,気 が 重い
n,気 が 小さい
n,気 が 短い
n,気 が 沈む
n,気 に くわ ない
n,気 むつかしい
n,気ぜわしい
n,気むずかしい
n,気弱 だ
n,気弱 です
n,気取っ た
n,気色 が 悪い
n,気早 だ
n,気早 です
n,気短 だ
n,気短 です
n,気難しい
n,気付き にくい
n,気分 が 悪い
n,気忙しい
n,気味が悪い
n,稀薄 だ
n,稀薄 です
n,儀式張っ た
n,戯け です
n,戯け と
n,戯け の
n,疑い深い
n,疑わしい
n,疑問 だ
n,詰屈 だ
n,詰屈 です
n,逆賊 だ
n,逆賊 です
n,逆賊 と
n,逆賊 の
n,泣き所 だ
n,泣き所 です
n,泣き所 と
n,泣き所 の
n,泣き虫 だ
n,泣き虫 です
n,泣き虫 と
n,泣き虫 の
n,居丈高 だ
n,居丈高 です
n,虚仮 だ
n,虚仮 です
n,虚仮 と
n,虚仮 の
n,許し がたい
n,凶漢 だ
n,凶漢 です
n,凶漢 と
n,凶漢 の
n,凶暴 だ
n,凶暴 です
n,凶猛 だ
n,凶猛 です
n,凶猛 と
n,凶猛 の
n,強情 張 だ
n,強情 張 です
n,強情 張 と
n,強情 張 の
n,強情っぱり だ
n,強情っぱり です
n,強欲 だ
n,強欲 です
n,怯懦 だ
n,怯懦 です
n,怯懦 と
n,怯懦 の
n,恐るべき
n,恐れ が ある
n,恐れ多い
n,狂わしい
n,狂人 だ
n,狂人 です
n,狂人 と
n,狂人 の
n,狂暴 だ
n,狂暴 です
n,狂乱
n,狭苦しい
n,狭量 だ
n,狭量 です
n,狭隘 だ
n,狭隘 です
n,脅かす
n,興味 が ない
n,驚き が ない
n,仰々しい
n,仰仰しい
n,業 突く 張り だ
n,業 突く 張り です
n,業 突く 張り と
n,業 突く 張り の
n,極貧 だ
n,極貧 です
n,極貧 と
n,極貧 の
n,僅少 だ
n,僅少 です
n,僅少 と
n,僅少 の
n,近目 だ
n,近目 です
n,近目 と
n,近目 の
n,銀流し だ
n,銀流し です
n,銀流し と
n,銀流し の
n,苦 に なる
n,苦々しい
n,苦し紛れ だ
n,苦し紛れ です
n,苦肉の策 だ
n,苦肉の策 です
n,苦肉の策 と
n,苦肉の策 の
n,愚 に も つか ぬ
n,愚 の 骨頂 だ
n,愚 の 骨頂 です
n,愚 の 骨頂 と
n,愚 の 骨頂 の
n,愚か
n,愚かしい
n,愚人 だ
n,愚人 です
n,愚人 と
n,愚人 の
n,愚図 だ
n,愚図 です
n,愚図 と
n,愚図 の
n,愚直 だ
n,愚直 です
n,愚直 と
n,愚直 の
n,愚鈍 だ
n,愚鈍 です
n,愚鈍 と
n,愚鈍 の
n,愚物 だ
n,愚物 です
n,愚物 と
n,愚物 の
n,愚昧 だ
n,愚昧 です
n,愚劣 だ
n,愚劣 です
n,愚劣 と
n,愚劣 の
n,空々しい
n,空しい
n,空回り
n,空恐ろしい
n,空空しい
n,空疎 だ
n,空疎 です
n,空中 楼閣 だ
n,空中 楼閣 です
n,空中 楼閣 と
n,空中 楼閣 の
n,屈伏
n,屈服
n,型 に はまる
n,形無し だ
n,形無し です
n,形無し と
n,形無し の
n,軽々しい
n,軽はずみ だ
n,軽はずみ です
n,軽はずみ と
n,軽はずみ の
n,軽視
n,軽蔑
n,軽躁 だ
n,軽躁 です
n,軽躁 と
n,軽躁 の
n,激越 だ
n,激越 です
n,隙 だらけ
n,欠陥 が ある
n,欠陥 品
n,血 も 涙 も ない
n,血の気 が 多い
n,喧しい
n,喧嘩腰 だ
n,喧嘩腰 です
n,喧嘩腰 と
n,喧嘩腰 の
n,堅苦しい
n,堅物 だ
n,堅物 です
n,堅物 と
n,堅物 の
n,嫌 らしい
n,嫌み だ
n,嫌み です
n,嫌み と
n,嫌み の
n,嫌味 たらしい
n,嫌味 ったらしい
n,見えっ張り だ
n,見えっ張り です
n,見ぐるしい
n,見づらい
n,見にくい
n,見る かげ も ない
n,見る 影 も ない
n,見下す
n,見苦しい
n,見向き も し ない
n,険しい
n,険悪 だ
n,険悪 です
n,険悪 と
n,険悪 の
n,険難 だ
n,険難 です
n,元 も 子 も ない
n,厳つい
n,厳酷 だ
